datetime,bwfl_id,dma_id,wwmd_id,min,mean,max
2024-09-18 02:45:00,inlet_2296,2296,2297,11.111112,11.111112,11.111112
2024-09-18 02:45:00,inlet_2005,2005,"2301, 2332",6.479166918750001,6.479166918750001,6.479166918750001
2024-09-18 02:45:00,wastemeter_2303,Outside of BWFL,2303,0.16666667,0.16666667,0.16666667
2024-09-18 02:45:00,wastemeter_8315,2296,8315,0.14444445,0.14444445,0.14444445
2024-09-18 02:45:00,wastemeter_2302,2005,2302,1.842156940617647,1.842156940617647,1.842156940617647
2024-09-18 02:45:00,wastemeter_2308,2005_2296,"2293, 2302",0.0614814783266666,0.0614814783266666,0.0614814783266666
2024-09-18 02:45:00,wastemeter_2307,2005_2296,"2304, 2301",0.011111111,0.011111111,0.011111111
2024-09-18 02:45:00,wastemeter_2293,2296,2293,4.377778,4.377778,4.377778
2024-09-18 02:45:00,wastemeter_2332,2005,2332,1.3000001,1.3000001,1.3000001
2024-09-18 02:45:00,Lodge Causeway PRV,2005,2302,1.3707037037037038,1.8688813011111112,2.6288148148148145
2024-09-18 02:45:00,wastemeter_2294,2296,2294,,,
2024-09-18 02:45:00,wastemeter_2304,2296,2304,2.1951952540540547,2.1951952540540547,2.1951952540540547
2024-09-18 02:45:00,wastemeter_2287,2296,2287,0.3180180272972974,0.3180180272972974,0.3180180272972974
2024-09-18 02:45:00,wastemeter_2297,2296,2297,,,
2024-09-18 02:45:00,wastemeter_2301,2005,2301,0.62222224,0.62222224,0.62222224
2024-09-18 03:00:00,Stoke Lane PRV,2296,2297,5.3570843,7.3549404,9.5517025
2024-09-18 03:00:00,Woodland Way PRV,2005,"2301, 2332",3.669058890000001,6.122000753488372,8.68577123023256
2024-09-18 03:00:00,Snowden Road DBV,2005_2296,"2293, 2302",-3.6937718,-2.5414846,-1.3746815
2024-09-18 03:00:00,New Station Way DBV,2005_2296,"2304, 2301",-0.5016468,0.002712015,0.53033465
2024-09-18 03:00:00,inlet_2296,2296,2297,11.555555,11.555555,11.555555
2024-09-18 03:00:00,inlet_2005,2005,"2301, 2332",6.202645785714286,6.202645785714286,6.202645785714286
2024-09-18 03:00:00,wastemeter_2303,Outside of BWFL,2303,0.16666667,0.16666667,0.16666667
2024-09-18 03:00:00,wastemeter_8315,2296,8315,0.22222222,0.22222222,0.22222222
2024-09-18 03:00:00,wastemeter_2302,2005,2302,1.9034921434857144,1.9034921434857144,1.9034921434857144
2024-09-18 03:00:00,wastemeter_2308,2005_2296,"2293, 2302",0.1064957228230769,0.1064957228230769,0.1064957228230769
2024-09-18 03:00:00,wastemeter_2307,2005_2296,"2304, 2301",0.011111111,0.011111111,0.011111111
2024-09-18 03:00:00,wastemeter_2293,2296,2293,4.9444447,4.9444447,4.9444447
2024-09-18 03:00:00,wastemeter_2332,2005,2332,1.3111112,1.3111112,1.3111112
2024-09-18 03:00:00,Lodge Causeway PRV,2005,2302,1.481777777777778,2.014082008148148,2.651777777777778
2024-09-18 03:00:00,wastemeter_2294,2296,2294,,,
2024-09-18 03:00:00,wastemeter_2304,2296,2304,2.3552553486486483,2.3552553486486483,2.3552553486486483
2024-09-18 03:00:00,wastemeter_2287,2296,2287,0.3021605041666666,0.3021605041666666,0.3021605041666666
2024-09-18 03:00:00,wastemeter_2297,2296,2297,,,
2024-09-18 03:00:00,wastemeter_2301,2005,2301,0.6666667,0.6666667,0.6666667
2024-09-18 03:15:00,Stoke Lane PRV,2296,2297,5.3740897,7.1843,9.520527
2024-09-18 03:15:00,Woodland Way PRV,2005,"2301, 2332",2.6220412,4.67102,6.623813
2024-09-18 03:15:00,Snowden Road DBV,2005_2296,"2293, 2302",-3.619328,-2.4216833,-1.2856724
2024-09-18 03:15:00,New Station Way DBV,2005_2296,"2304, 2301",-0.47572577,0.0029620284,0.53033465
2024-09-18 03:15:00,inlet_2296,2296,2297,11.444445,11.444445,11.444445
2024-09-18 03:15:00,inlet_2005,2005,"2301, 2332",4.7000003,4.7000003,4.7000003
2024-09-18 03:15:00,wastemeter_2303,Outside of BWFL,2303,0.18888889,0.18888889,0.18888889
2024-09-18 03:15:00,wastemeter_8315,2296,8315,0.2,0.2,0.2
2024-09-18 03:15:00,wastemeter_2302,2005,2302,1.8530159371999997,1.8530159371999997,1.8530159371999997
2024-09-18 03:15:00,wastemeter_2308,2005_2296,"2293, 2302",0.0517948726230769,0.0517948726230769,0.0517948726230769
2024-09-18 03:15:00,wastemeter_2307,2005_2296,"2304, 2301",,,
2024-09-18 03:15:00,wastemeter_2293,2296,2293,4.688889,4.688889,4.688889
2024-09-18 03:15:00,wastemeter_2332,2005,2332,1.4111111,1.4111111,1.4111111
2024-09-18 03:15:00,Lodge Causeway PRV,2005,2302,1.4967777777777778,1.9573416233333336,2.534481481481482
2024-09-18 03:15:00,wastemeter_2294,2296,2294,,,
2024-09-18 03:15:00,wastemeter_2304,2296,2304,2.2366367243243244,2.2366367243243244,2.2366367243243244
2024-09-18 03:15:00,wastemeter_2287,2296,2287,0.3064814916666667,0.3064814916666667,0.3064814916666667
2024-09-18 03:15:00,wastemeter_2297,2296,2297,,,
2024-09-18 03:15:00,wastemeter_2301,2005,2301,0.5888889,0.5888889,0.5888889
2024-09-18 03:30:00,Stoke Lane PRV,2296,2297,5.5044627,7.5277305,10.189398
2024-09-18 03:30:00,Woodland Way PRV,2005,"2301, 2332",2.7436755,4.598621,6.5727267
2024-09-18 03:30:00,Snowden Road DBV,2005_2296,"2293, 2302",-3.7374673,-2.582369,-1.4442704
2024-09-18 03:30:00,New Station Way DBV,2005_2296,"2304, 2301",-0.47572577,0.0028686917,0.52871454
2024-09-18 03:30:00,inlet_2296,2296,2297,11.888889,11.888889,11.888889
2024-09-18 03:30:00,inlet_2005,2005,"2301, 2332",4.6444445,4.6444445,4.6444445
2024-09-18 03:30:00,wastemeter_2303,Outside of BWFL,2303,0.22222222,0.22222222,0.22222222
2024-09-18 03:30:00,wastemeter_8315,2296,8315,0.24444446,0.24444446,0.24444446
2024-09-18 03:30:00,wastemeter_2302,2005,2302,1.9326600036363637,1.9326600036363637,1.9326600036363637
2024-09-18 03:30:00,wastemeter_2308,2005_2296,"2293, 2302",0.0953703686666666,0.0953703686666666,0.0953703686666666
2024-09-18 03:30:00,wastemeter_2307,2005_2296,"2304, 2301",0.011111111,0.011111111,0.011111111
2024-09-18 03:30:00,wastemeter_2293,2296,2293,4.8888893,4.8888893,4.8888893
2024-09-18 03:30:00,wastemeter_2332,2005,2332,1.3666667,1.3666667,1.3666667
2024-09-18 03:30:00,Lodge Causeway PRV,2005,2302,1.4288888888888889,1.927037912222222,2.5211111111111113
2024-09-18 03:30:00,wastemeter_2294,2296,2294,,,
2024-09-18 03:30:00,wastemeter_2304,2296,2304,2.2423424405405403,2.2423424405405403,2.2423424405405403
2024-09-18 03:30:00,wastemeter_2287,2296,2287,0.28611112,0.28611112,0.28611112
2024-09-18 03:30:00,wastemeter_2297,2296,2297,,,
2024-09-18 03:30:00,wastemeter_2301,2005,2301,0.6,0.6,0.6
2024-09-18 03:45:00,Stoke Lane PRV,2296,2297,5.8190594,8.161294,10.591855
2024-09-18 03:45:00,Woodland Way PRV,2005,"2301, 2332",2.733945,4.982047,7.7647443
